线路名称,线路类型,运行时间,参考票价,公交公司,最后更新,公交路线-往
南京869路公交车路线,[江宁线路(700-999)],河定桥西 05:30-20:00|谷里总站 05:30-18:45,空调车2-3元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,河定桥西---河定桥南---胜太路---白龙广场---百家湖---廿一世纪现代城---双龙大道高湖路---殷巷北---殷巷---诚信大道客运站---临江中学---诚信大道·九龙湖路---苏源大道诚信大道---长安马自达汽车公司---苏源大道吉印大道---长安马自达汽车公司南---晨光股份---发动机公司南门---高厚街---东善桥---东虹花苑西苑---东善桥小学---东善桥社区---冯村---善林---...---46谷里总站---祖堂山---南唐二陵---泉庄---三板桥---汤家村---箭塘---五宕村---西宕---千盛农庄---花岗---谷里工业集中区---兴谷路东---聚缘路---振容路---庆缘路---谷里东站---金谷南街---牛首大道庆缘路---牛首大道振容路---谷里卫生院---谷里总站
南京870路公交车路线,[江宁线路(700-999)],谷里总站 06:00-17:00|水阁路客运站 07:00-18:00,空调车2-3元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,谷里总站---邻里南路---谷里街道服务中心---振容路新民花苑---振容路---谷里中学---金谷南街---牛首大道葛师桥---银杏湖大道正方大道---马府院·徐家院---小后坟---车家湾---赵林---公塘社区---公塘---观音殿---三合---南山村---白鹭湖---石塘李---石塘村---元山---胜家桥·花溪小镇---银杏湖大道后汉桥---霞辉庙临时站---...---46水阁路客运站---科技大道南---科技大道北---杨树桥---林科院南---林科院---宁丹路·东虹街---东虹花苑南苑---东善桥卫生院---东善桥小学---东虹花苑西苑---东善桥---山边村---广利路---宏图路---秣周中路---秣周路---金鑫中路---开拓路---吉印大道---发动机公司南门---水阁路客运站
南京871路环二公交车路线,[江宁线路(700-999)],滨江中元路场站 06:40-21:00,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,滨江中元路场站---宝象路·弘利路---弘利路中---丽水大街·盛安大道---翔凤路·丽水大街---翔凤路·弘利路---弘利路---景明大街---春阳路---春阳路北---飞鹰路中---滨江行政服务中心---滨江管委会---宝象路东---锦文路---地秀路北---宝象路·润寿路---滨江中元路场站
南京871路环一公交车路线,[江宁线路(700-999)],滨江中元路场站 06:30-20:50,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,滨江中元路场站---宝象路·润寿路---地秀路北---锦文路---宝象路东---滨江管委会---滨江行政服务中心---飞鹰路中---春阳路北---春阳路---景明大街---弘利路---翔凤路·弘利路---翔凤路·丽水大街---丽水大街·盛安大道---弘利路中---宝象路·弘利路---滨江中元路场站
南京872路环二公交车路线,[江宁线路(700-999)],滨江客运站 06:40-21:00,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,滨江客运站---喜燕路西---喜燕路·弘利路---中环大道中---牧龙桥---陶村---普惠路---地秀路广场---景明大街·旺达路---旺达路中---丽水大街·广济路---丽水大街中---滨江客运站
南京872路环一公交车路线,[江宁线路(700-999)],滨江客运站 06:30-20:50|滨江客运站 06:30-20:50,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,滨江客运站---丽水大街中---丽水大街·广济路---旺达路中---景明大街·旺达路---地秀路广场---普惠路---陶村---牧龙桥---中环大道中---喜燕路·弘利路---喜燕路西---滨江客运站
南京873路环二公交车路线,[江宁线路(700-999)],江宁西站 06:40-21:00,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,江宁西站---飞鹰路---锦文路---盛江花苑---盛江花苑中---盛江花苑北---澄江路---景明大街·青莲路---景明大街·锦文大道---地秀路北---宝象路·地秀路---滨江管委会---滨江行政服务中心---飞鹰路中---飞鹰路·景明大街---飞鹰路·中元路---盛安大道·景明大街---盛安大道·地秀路---地秀路南---地秀路·闻莺路---喜燕路东---天成路·喜燕路---天成路---盛安大道·205国道---江宁西站
南京873路环一公交车路线,[江宁线路(700-999)],江宁西站 06:30-20:50,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,江宁西站---盛安大道·205国道---天成路---天成路·喜燕路---喜燕路东---地秀路·闻莺路---地秀路南---盛安大道·地秀路---盛安大道·景明大街---飞鹰路·中元路---飞鹰路·景明大街---飞鹰路中---滨江行政服务中心---滨江管委会---宝象路·地秀路---地秀路北---景明大街·锦文路---景明大街·青莲路---澄江路---盛江花苑北---盛江花苑中---盛江花苑---锦文路---飞鹰路---江宁西站
南京874路公交车路线,[江宁线路(700-999)],滨江客运站 06:30-18:00|同仁客运站 06:30-18:00,空调车2-3元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,滨江客运站---弘利路---景明大街---翔凤路(地秀路东)---天成路---滨江管委会---宝象路东---锦文路---东水桥---石山---王家---庙庄西---庙庄村---红庙村---庙庄---庄村---正方大道葛师桥---四门口---杜家坝---梧桐村---大塘金生态园---风坡坟[正方大道]---柏家村---吉山---正方大道·宁丹路---...---49同仁客运站·南师附中江宁分校---科技大道北---杨树桥---林科院南---林科院---宁丹路·东虹街---东虹花苑南苑---东善桥卫生院---东善桥小学---东虹花苑西苑---东善桥---山边路---广利路---宏图路---秣周中路---秣周路---金鑫中路---开拓路---吉印大道---晨光股份---长安马自达汽车公司南---吉印大道(东大九龙湖宾馆)---吉印大道兰台街---东大北门---同仁客运站·南师附中江宁分校
南京875路环二公交车路线,[江宁线路(700-999)],吉印大道客运站 07:00-09:30；16:00-18:30,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,吉印大道客运站---水阁路客运站---水长街长平街---水长街·长盛街---水长街·长青街---隐龙路·康平街---隐龙路·诚信大道---隐龙路北---诚信大道(水阁路东)---康平街·诚信大道---康平街·水阁路---长青街·将军大道---吉印大道北---吉印大道客运站
南京875路环一公交车路线,[江宁线路(700-999)],吉印大道客运站 07:00-09:30；16:00-18:30,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,吉印大道客运站---吉印大道北---长青街·将军大道---康平街·水阁路---康平街·诚信大道---诚信大道(水阁路东)---隐龙路北---隐龙路·诚信大道---隐龙路·康平街---水长街·长青街---水长街·长盛街---水长街长平街---水阁路客运站---吉印大道客运站
南京876路公交车路线,[江宁线路(700-999)],陆郎 06:30-17:30|谷里总站 07:00-18:00,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,陆郎---俞庄(满城芳)---西山---大荷塘---小荷塘---花塘---曹上---新府---张溪茶场---五亩地---张溪---小栏杆---赵林---车家湾---小后坟---马府院·徐家院---银杏湖大道正方大道---牛首大道葛师桥---牛首大道庆缘路---牛首大道振容路---谷里卫生院---谷里总站
南京877路公交车路线,[江宁线路(700-999)],正方中路客运站 07:10-18:10|凤仪街 06:50-17:50,空调车2元（无人售票，IC卡通用，可使用手机扫码支付）,江宁公交集团东山公交,2024-03-28,正方中路客运站---正方中路·苏源大道---鹰皇桥---凤仪街
南京878路公交车路线,[江宁线路(700-999)],正方中路客运站 06:30-17:00|胜家桥社区 07:00-17:50,普通车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,正方中路(客运站)---正方中路---新丰---将军大道·童桥路---将军大道·童前路---秣周中路---宏图路---广利路---山边村---东善桥---东虹花苑西苑---东善桥卫生院---东虹花苑南苑---林科院---林科院南---杨树桥---科技大道北---科技大道南---霞辉庙临时站---银杏湖大道后汉桥---胜家桥·花溪小镇---胜利---沟西---胜家桥社区
南京879路公交车路线,[江宁线路(700-999)],正方中路客运站 07:00-22:30|发展路场站6:30-22:00,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,正方中路客运站---正方中路---正方中路铁道口---正方中路·迈瑞路---东吉大道·宁丹路---联岛路---创新大道·联岛路---滨湖东路·银杏湖大道---霞辉庙临时站---科技大道南---发展路·研发东路---发展路场站
南京880路公交车路线,[江宁线路(700-999)],正方中路客运站 06:30-17:30|综保区场站 07:00-18:00,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,正方中路客运站---正方中路---苏源大道·望远路---云台山河路---金村---双龙大道·天禧路---双龙大道·秣周路---东南大学南门---综保区场站
南京881路公交车路线,[江宁线路(700-999)],中粮祥云6:30-18:00|月华路·至善路6:50-18:20,2元（无人售票，IC卡通用，可使用支付宝扫码支付）,江宁公交集团东山公交,2024-03-28,中粮祥云---知行路·玉树路---金陵科技学院东门---芝兰路东---芝兰路---文博路南---文博路北---玉树路---交通职业技术学院---海事学院---金陵协和神学院---宋墅路---月华路·至善路
南京885路公交车路线,[江宁线路(700-999)],中粮祥云6:00-19:30 诚信大道客运站6:30-20:00,2元（无人售票，IC卡通用，可使用支付宝扫码支付）,江宁公交集团东山公交,2024-03-28,中粮祥云---金陵科技学院---弘景大道·丽泽路---弘景大道·定林路---弘景大道·善鉴路---弘景大道·天印大道---彤天路·莱茵达路---莱茵达路·科宁路---科宁路·开源路---开源路·科宁路---开源路·彤天路---彩虹桥西---殷富街(合家春天)---铺岗街---诚信大道·殷华街---诚信大道客运站
南京886路公交车路线,[江宁线路(700-999)],江宁汽车客运站7:00-10:10，16:00-18:30|建衡路场站7:30-10:40，16:30-19:00,空调车2元（无人售票，IC卡通用，可使用手机扫码支付）,江宁公交集团东山公交,2024-03-28,江宁汽车客运站---江宁客运站龙眠大道---龙眠大道---南京医科大学---龙眠大道·逸夫医院---月华路·至善路---月华路·望溪路---景祐路---乾德路·景祐路---乾德路·至道路---104国道·乾德路---醴泉路·天册路---醴泉路·建衡路---建衡路场站
南京890路公交车路线,[江宁线路(700-999)],新铜花苑场站8:00-18:20|诚信大道客运站6:45-11:00,空调车2-4元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,新铜花苑场站---普惠路---地秀路·旺达路---地秀路·运通路---滨江行政服务中心---滨江管委会---锦文路---正方中路---诚信大道客运站
南京891路公交车路线,[江宁线路(700-999)],吉印大道客运站6:30-19:00|吉山花园场站7:00-19:30,空调车2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,吉印大道客运站---高厚街---东善桥---东虹花苑西苑---东善桥小学---东善桥社区---冯村---善林---祖堂山---南唐二陵---吉运路---吉山花园场站
南京892路公交车路线,[江宁线路(700-999)],宁马慈湖公交枢纽 06:00-20:00|澄江路 06:40-20:40,2元（IC卡通用）,江宁公交集团东山公交,2024-03-28,宁马慈湖公交枢纽---界牌---铺头---光明---石山道口---金桂苑---铜井南---铜井---金港大道·宁芜公路---金港大道·景明大街---景明大街·昌顺路---景明大街·旺达路---景明大街·广济路---景明大街·牧龙路---景明大街·喜燕路---景明大街·翔凤路---景明大街·盛安大道---景明大街·宝象路---景明大街·锦文大道---景明大街·兴城路---青莲路·润寿北路---青莲路·安居街---盛江花苑---澄江路
南京895路公交车路线,[江宁线路(700-999)],翔宇路北 06:20-09:20/15:00-18:00|2号航站楼 07:05-10:05/15:45-18:45,2元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,翔宇路北---乾清路·吴歌路---乾清路---越秀路·翔宇路---越秀路·会展中心西---越秀路·会展中心东---飞天大道·仁寿路---飞天大道·义庆路---信诚大道·飞天大道---鸣鹤路---蓝天路(华商科技园)---华商科技园---正阳路---正阳路南---正阳路·禄乐家园---禄口大街·黄桥小区---启航路·跨境产业园---翔燕路西·货运中心---1号航站楼---2号航站楼
南京902路公交车路线,[江宁线路(700-999)],汤山集镇 06:30-16:30|湖山 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山---汤山东---游客服务中心---汤铜公路·汤家家---二营---孟塘---春山---东山沟---圣村
南京903路公交车路线,[江宁线路(700-999)],汤山集镇 06:30-16:30|桦墅·下法汛 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山---汤山东---游客服务中心---汤铜公路·汤家家---二营---孟塘---张家岗村---孟塘社区---葛浪路·陈家边---葛巷---雪浪庵---东山沟---戴家坝---跑马场---新民队---石膏矿---水家边---杨柳塘---玕东村---桦墅东---桦墅西---下法汛---桦墅·下法汛
南京904路公交车路线,[江宁线路(700-999)],汤山集镇 06:30-16:30|龙尚 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山中学---汤山西---汤山溶洞---张肖庄---张肖庄西---黄栗墅---古泉社区---侯家塘南---四维村---汤山头---南山部队---神家庄---涧南---孟家场---茶场村---沙场---庞家边东---庞家边西---孙家边东---孙家边西---尚庄东---尚庄---龙尚
南京905路公交车路线,[江宁线路(700-999)],汤山集镇 06:30-16:30|西岗 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山中学---汤山西---汤山溶洞---张肖庄---张肖庄西---黄栗墅---古泉社区---侯家塘---坟头---孟北---排山---孟北社区---前新东---小许巷村---小北岗村---北岗南---北岗北---西岗
南京906路公交车路线,[江宁线路(700-999)],上峰车站 07:30-15:30|宁东 07:50-16:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,上峰车站---上峰小学---上峰中学---上峰幼儿园---阜西村---翠谷桥---道婆庵---北庄---小郭圩---宁西社区---郭圩---阜东社区---下塘村---雷岗头北---雷岗头东---宁东
南京907路公交车路线,[江宁线路(700-999)],上峰车站 06:30-16:30|塘箕 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,上峰车站---上峰村---圩东村---李岗头工业园---李岗头村---詹家边村---张府仓村---王壒村---东边山村---百合村东---百合村---鹤龄社区·陈家---孟墓路口---孟墓村---陈坊村---花家村---三府庄---插花庙---王家庄---塘箕北---塘箕中---塘箕
南京908路公交车路线,[江宁线路(700-999)],土桥西 06:40-17:40|远景 07:10-18:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---桂园南路---新兴社区---新兴·上庄---新兴·王家村---西水门---后桥头---滨淮社区---滨淮车站---滨祝路---戈家边---庄上---民主车站---民主社区---民主桥---远景桥---万家路---新村---远景
南京909路公交车路线,[江宁线路(700-999)],土桥西 06:40-16:30|周子 07:10-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---桂园南路---新兴---孙壒窑场---孙壒村---西湖闸---下桥---西埠社区·曹村---马巷路---下埠---汤水河大桥---周子社区---万家边---周子
南京910路公交车路线,[江宁线路(700-999)],土桥西 06:40-16:30|祝庄 07:10-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---桂园南路---新兴社区---新兴·上庄---新兴·王家村---西水门---后桥头---滨淮社区---滨淮车站---滨祝路---驼山路---罗丁路---祝庄
南京911路公交车路线,[江宁线路(700-999)],土桥西 06:40-16:30|中圩 07:10-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---桂园南路---新兴---孙壒窑场---孙壒村---西湖闸---大井头东---中心路---西城社区---孙廖路---北山路---大北山幼儿园---大北山东---大北山---大北山西---郑家庄---中圩
南京912路公交车路线,[江宁线路(700-999)],土桥西 06:40-16:30|湖熟金宝大市场 07:10-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---桂园南路---新兴---孙壒窑场---孙壒村---西湖闸---大井头东---大井头---邵家边---西城林场---西洋湖---东胡---高家边---前岗村---前岗西---青赤路---后窑头---邓府---前窑头---西新建---灵顺北路---湖熟老车站---后园---湖熟高级中学---湖熟金宝大市场
南京915路公交车路线,[江宁线路(700-999)],湖熟金宝大市场 06:30-16:30|赤山 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,湖熟金宝大市场---湖熟高级中学---前元---宝塔山公园---湖熟南---湖熟卫生院---湖熟小学---笪家桥---王家村---三界社区---丹桂社区卫生服务中心---赤山
南京916路公交车路线,[江宁线路(700-999)],湖熟金宝大市场 06:15-16:30|方家庄 06:45-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,湖熟金宝大市场---湖熟高级中学---前元---宝塔山公园---湖熟南---灵顺北路---湖熟老车站---后园---南京交通科技学校---向家边---杨家边桥---河北社区卫生服务中心---油榨村---方家庄
南京917路公交车路线,[江宁线路(700-999)],龙都 06:30-16:30|湖熟金宝大市场 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,湖熟金宝大市场---湖熟高级中学---后园---湖熟老车站---灵顺北路---湖熟卫生院---湖熟小学---河南社区---金桥社区---金桥---垾子村---姚家村---陶田圩---红庙[湖熟]---焦家---颜庄---杨板桥---小东阳---西阳村---龙都·张家---龙都
南京918路公交车路线,[江宁线路(700-999)],湖熟金宝大市场 06:30-16:30|新墩 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,湖熟金宝大市场---湖熟高级中学---前元---宝塔山公园---湖熟南---灵顺北路---湖熟老车站---后园---南京交通科技学校---向家边---贾墅村---后胡村---湖塘头---新墩林业队---新墩
南京919路公交车路线,[江宁线路(700-999)],西北村 06:30-16:30|龙都 07:00-17:10,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,西北村---小新庄---南庄[龙都]---刘村[龙都]---尹村---双龙路---蔡村---闸口---张家边---双新社区---谈家边---梅家庄---龙秦路东---九龙路中---九龙路---龙都
南京920路公交车路线,[江宁线路(700-999)],周岗(艺源街) 06:40-16:30|和平社区 06:54-16:50,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,周岗(艺源街)---张巷---山东村---尚桥---焦村---和平村[周岗]---卫生服务站[周岗]---刘古庄---丁家口---代中---朱公村---和平社区
南京921路公交车路线,[江宁线路(700-999)],周岗(艺源街) 06:20-16:00|河庄 06:30-16:10,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,周岗(艺源街)---集贤街---长干街---徐东路---钱农路---河庄北---河庄
南京922路公交车路线,[江宁线路(700-999)],周岗(艺源街) 06:40-16:30|东释 07:00-16:50,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,周岗(艺源街)---集贤街---长干街---徐东路---杜家边---S243涵洞---徐慕---徐慕社区---塘头---西释---光明桥(小东头)---东释
南京923路公交车路线,[江宁线路(700-999)],周岗(艺源街) 06:40-16:30|石辣 06:50-16:50,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,周岗(艺源街)---集贤街---长干街---徐东路---窑厂[周岗]---下杨---上杨---石辣西---石辣
南京926路公交车路线,[江宁线路(700-999)],汤山集镇 06:30-16:30|老伏牛 06:50-16:50,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山站---汤山东---游客服务中心---沿村---周棚---刘岗头南---刘岗头---铜矿---王伏---青林---老伏牛
南京927路公交车路线,[江宁线路(700-999)],汤山集镇 06:30-16:30|安基山三队 06:50-16:50,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山---汤山东---游客服务中心---汤铜公路·汤家家---二营---孟塘---柏家庄---安基山一队---螺丝冲西---螺丝冲---螺丝冲东---安基山二队---安基山三队
南京928路公交车路线,[江宁线路(700-999)],湖熟金宝大市场7:00——15:30|钱家渡7:45——16:15,暂无,江宁公交集团东山公交,2024-03-28,湖熟金宝大市场---湖熟高级中学---后园---湖熟老车站---灵顺北路---湖熟南---金桥社区---金桥---垾子村---姚家村---陶田圩---红庙---焦家---颜庄---杨板桥---小东阳---西阳村---龙都·张家---龙都南---时村---勤丰---毛家圩---陡门口---八一桥---和平社区·焦村---...---28钱家渡---和平船闸---孙家桥---钱家渡
南京929路公交车路线,[江宁线路(700-999)],龙都 06:30-16:00|新农社区•夏庄07:00-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,龙都---九龙路---九龙路中---新圩---大庄头---宋家村---新农社区•夏庄
南京930路公交车路线,[江宁线路(700-999)],欣旺花苑东 07:00-15:30|小村 07:30-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,欣旺花苑东---秣龙路---桥南大街---阜头村---杨家桥---陈家村---前张村---东头---建东社区---枪木塘---楼房村---小村
南京931路公交车路线,[江宁线路(700-999)],禄口客运站 06:30-16:30|张桥社区·李家 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,禄口客运站---正阳路南---永欣大道西---永欣大道中---永欣大道东---茅村路---令桥北---星汉城---后塘---前西队---北庄村---东庄村---西庄村---张桥社区·李家
南京932路公交车路线,[江宁线路(700-999)],埂方社区 06:30-16:30|周方村 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,埂方社区---方边村---浣溪·焦村---浣溪---金肯学院---泉井冲---周官梓---溧塘阁---铜山端---南夏村---南夏村西---谢村社区---铜景园---铜山站---铜山邮局---铜山粮管所---朱坊村---夏家村---尚陶村---周方村
南京935路公交车路线,[江宁线路(700-999)],土桥西 06:40-16:00 |马场山 07:10-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---桂园南路---甘家岗---窑头---秦家边---马场山
南京936路公交车路线,[江宁线路(700-999)],土桥西06:40-16:00|茶岗场站07:10-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,土桥西---土桥中学南---柏树岗南---柏树---赵家边村---上合村---前巷村---后巷村---土桥林场南---杜村---土桥收费站---茶岗场站
南京937路公交车路线,[江宁线路(700-999)],侯家塘南7:30-16:00|外圩村东8:00-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,侯家塘南---四维村---汤山头---孟家场---涧南---神家庄---南山部队---外圩村---外圩村东
南京938路公交车路线,[江宁线路(700-999)],汤山集镇6:30-16:30|下案子桥7:00-17:00,1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,汤山集镇---汤山---汤山东---圣汤大道·寺庄---戴家棚---殷家边---圣汤大道·S122---下曹小村---黄塘庵---上案子桥---下案子桥
南京939路公交车路线,[江宁线路(700-999)],铜山站 06:30-16:30|彭福 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,铜山站---铜山卫生服务中心---铜山菜场---金肯学院---浣溪---金城学院---金城学院东---小埂头---石埝社区---石埝---胜利桥---大魏庄西---大魏庄东---小彭村西---小彭村东---大塘刘---东岗头---杨门涧东---彭福---彭家---沈庄---王家渡
南京941路公交车路线,[江宁线路(700-999)],横溪7:30-16:00|韩村8:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,横溪---横溪邮局---牛王村---小龙山---晨曦山庄---七里沟---曹塘---养马村---韩村
南京942路公交车路线,[江宁线路(700-999)],周岗6:20-16:30|下圩庄村6:30-16:40,1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,周岗---集贤街---周岗社区---蛇伸头村---下圩庄村
南京950路公交车路线,[江宁线路(700-999)],秣陵场站 07:30-16:30|凤凰山 07:00-16:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,秣陵场站---欣旺花苑东---欣旺花苑北---凤仪街---建兴街---秣陵---正方中路·苏源大道---西岗村---凤凰山新寓---凤凰山
南京951路公交车路线,[江宁线路(700-999)],火炬客运站 07:00-16:00|凤凰 07:30-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,火炬客运站---火炬---蒲神庙---东旺---秣陵场站---欣旺花苑东---欣旺花苑北---凤仪街---建兴街---秣陵---秣陵初级中学---刘村[秣陵]---十房村---十房新村---凤凰社区---章山王桥---章山王村---章山王小村上---凤凰农庄---凤凰
南京952路公交车路线,[江宁线路(700-999)],东善桥菜场 07:00-16:00|风波坟茶场 07:20-16:20,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,东善桥菜场---东虹花苑南门---林科院---软件园---吉山公墓---左墅---医疗站---青年---大塘---官塘---善南---水库---风波坟茶场
南京953路公交车路线,[江宁线路(700-999)],翔宇路南 06:30-16:30|王家角 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,翔宇路南---神舟路西---神舟路·飞天大道---神舟路中---神舟路东---高伏社区---信陵路---禄口客运站---正阳路---正阳路北---茅亭路(禄口派出所)---禄口派出所---光明奶业---来凤路---马甫路---奥斯博恩南门---奥斯博恩东门---夏家路---马甫路中---马浦社区---葡萄园---荷花地---王家角
南京955路公交车路线,[江宁线路(700-999)],翔宇路南 06:30-16:30|彭福 07:10-17:10,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,翔宇路南---神舟路西---神舟路·飞天大道---神舟路中---神舟路东---高伏社区---信陵路---禄口客运站---正阳路南---永欣大道西---永欣大道中---永欣大道东---茅村路---成功---铺头加油站---蒋家---青圩---机场路---石埝东---胜利桥---大魏庄西---大魏庄东---小彭村西---小彭村东---大塘刘---...---28彭福---东岗头---杨门涧东---彭福
南京956路公交车路线,[江宁线路(700-999)],翔宇路南 06:40-16:40|杨树湾社区 07:10-17:10,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,翔宇路南---神舟路西---神舟路·飞天大道---神舟路中---神舟路东---高伏社区---信陵路---禄口客运站---正阳路南---永欣大道西---永欣大道中---永欣大道东---茅村路---成功路东---成功医疗站---河庄路---张桥老社区---蔡家路---张家路---杨树湾社区
南京957路公交车路线,[江宁线路(700-999)],铜山站 06:30-16:30|下湾塘 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,铜山站---铜山邮局---铜山粮管所---铜山沼气场---张业村---后业村东---后业村西---桑园社区---前桑园---祖家山水库---下湾塘
南京958路公交车路线,[江宁线路(700-999)],铜山站 06:30-16:30|横溪 07:00-17:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,铜山站---铜山邮局---铜山粮管所---倪家---前陈巷---陈巷---后陈巷---柴堆山---安桥---灯台寺---卜古塘---二房庄---晨曦山庄---小龙山---牛王村---横溪邮局---横溪
南京959路公交车路线,[江宁线路(700-999)],铜山站 07:30-14:30|双墩山 08:00-14:00,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,铜山站---铜山卫生服务中心---铜山菜场---许桃---卷篷---溧马高速收费站---石岗桥---山阴村---曹村---张家村---曹村·夏家村---夏家---欢墩山
南京960路公交车路线,[江宁线路(700-999)],陶吴总站 07:00-16:00|龙趣园 07:30-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,陶吴总站---陶云路---桃红楼---变电所---马场---缪家---化工路---风塘高---范村---老红星大队---陈村---小上村---甘泉湖北大门---高家庄[陶吴]---吴村---龙趣园
南京961路公交车路线,[江宁线路(700-999)],陶吴总站 07:00-16:00|双范 07:30-16:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,陶吴总站---陶云路---清水塘---小王山---横溪敬老院---下坝---朱山东---朱山西---六角亭---西阳社区---秧塘---草塘---沙地---先锋---西阳·郭村---西毗---西毗夏---双范
南京962路公交车路线,[江宁线路(700-999)],陶吴总站 07:10-17:00|云台山硫铁矿 07:40-17:30,空调车1元（无人售票，IC卡通用）,江宁公交集团东山公交,2024-03-28,陶吴总站---陶吴---陶吴菜场---狮子山---汤铜公路---三公里道口---富尔岗村---南山坎---云台山道口---地质队农场---云台山烈士墓---云台山硫铁矿
